1000 15
1000 15
1000 14
1000 14
1000 15
2000 14
2000 14
2000 14
2000 14
2000 13
4000 13
4000 14
4000 14
4000 14
4000 13
8750 13
8750 13
8750 13
8750 13
8750 13
