1000 181
1000 179
1000 182
1000 181
1000 181
2000 176
2000 174
2000 175
2000 185
2000 180
4000 174
4000 173
4000 175
4000 178
4000 178
8750 173
8750 169
8750 175
8750 175
8750 176
